surface,city,rooms,bathrooms,parking,pool,vue_panoramique,jardin,climatisation,chauffage_central,ascenseur,price
74.0,42,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,180000.0
56.0,42,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,175000.0
136.0,62,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,240000.0
136.0,74,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,215000.0
106.0,37,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,225000.0
89.0,16,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,275000.0
94.0,88,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183000.0
150.0,44,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,320000.0
90.0,28,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,180000.0
50.0,25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,140000.0
137.0,42,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,329000.0
200.0,8,4.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1150000.0
102.0,42,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,308000.0
316.0,16,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,750000.0
121.0,62,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,270000.0
250.0,42,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660000.0
73.0,30,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,219000.0
171.0,31,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,410000.0
91.0,30,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,280000.0
63.0,23,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,330000.0
260.0,4,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1500000.0
160.0,30,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,450000.0
89.0,30,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,315000.0
113.0,30,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,265000.0
150.0,52,4.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,365000.0
49.0,17,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,170000.0
155.0,42,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340000.0
60.0,42,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63000.0
137.0,42,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329000.0
100.0,42,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,308000.0
116.0,49,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,255000.0
450.0,49,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0
85.0,37,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,260000.0
100.0,30,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,340000.0
178.0,37,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,485000.0
64.0,42,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,268000.0
95.0,42,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,380000.0
160.0,42,3.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,854000.0
67.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365000.0
130.0,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550000.0
131.0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550000.0
135.0,33,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,540000.0
101.0,42,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,548000.0
167.0,42,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,634000.0
130.0,16,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,439000.0
160.0,16,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530000.0
101.0,42,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,456000.0
114.0,16,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0
173.0,42,4.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,839800.0
80.0,48,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,220000.0
134.4,33,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140000.0
150.0,30,4.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,338000.0
842.0,16,6.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1600000.0
100.0,16,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0
74.0,25,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,170000.0
50.0,42,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165000.0
