surface,city,rooms,bathrooms,parking,pool,vue_panoramique,jardin,climatisation,chauffage_central,ascenseur,price
150.0,12,3.0,3,,,,,,,,345000.0
120.0,12,3.0,2,,,,,,,,400000.0
152.0,16,3.0,3,,,,,,,,460000.0
141.0,12,2.0,2,,,,,,,,331000.0
50.0,28,1.0,1,,,,,,,,160000.0
80.0,74,2.0,1,,,,,,,,145000.0
152.0,16,3.0,3,,,,,,,,290000.0
100.0,16,2.0,1,,,,,,,,145000.0
111.0,12,3.0,2,,,,,,,,320000.0
80.0,62,2.0,1,,,,,,,,130000.0
135.0,28,3.0,2,,,,,,,,220000.0
47.0,28,1.0,1,,,,,,,,125000.0
127.0,17,3.0,2,,,,,,,,620000.0
133.0,17,2.0,2,,,,,,,,520000.0
120.0,62,2.0,2,,,,,,,,210000.0
183.0,12,4.0,3,,,,,,,,1006000.0
170.0,17,3.0,3,,,,,,,,730000.0
75.0,58,2.0,1,,,,,,,,100000.0
105.0,28,2.0,2,,,,,,,,400000.0
80.0,69,2.0,1,,,,,,,,95000.0
86.0,76,2.0,1,,,,,,,,125000.0
68.0,28,1.0,1,,,,,,,,210000.0
85.0,12,2.0,1,,,,,,,,200000.0
96.0,45,2.0,1,,,,,,,,140000.0
70.0,62,2.0,1,,,,,,,,165000.0
70.0,28,2.0,1,,,,,,,,165000.0
122.0,62,3.0,2,,,,,,,,220000.0
135.0,17,3.0,2,,,,,,,,675000.0
80.0,17,1.0,1,,,,,,,,280000.0
147.0,14,3.0,2,,,,,,,,330000.0
95.0,16,2.0,1,,,,,,,,175000.0
156.0,28,3.0,3,,,,,,,,260000.0
69.0,13,1.0,1,,,,,,,,165000.0
150.0,45,3.0,3,,,,,,,,400000.0
152.0,10,3.0,3,,,,,,,,285000.0
147.0,28,3.0,2,,,,,,,,350000.0
80.0,62,2.0,1,,,,,,,,160000.0
73.0,16,2.0,1,,,,,,,,110000.0
103.0,69,3.0,2,,,,,,,,170000.0
160.0,12,3.0,3,,,,,,,,384000.0
134.0,28,3.0,2,,,,,,,,280000.0
70.0,45,2.0,1,,,,,,,,110000.0
49.0,28,1.0,1,,,,,,,,169000.0
200.0,38,4.0,3,,,,,,,,420000.0
200.0,16,4.0,3,,,,,,,,420000.0
40.0,12,1.0,1,,,,,,,,200000.0
75.0,16,3.0,2,,,,,,,,110000.0
110.0,76,3.0,2,,,,,,,,135000.0
59.0,26,1.0,1,,,,,,,,135000.0
90.0,41,2.0,1,,,,,,,,190000.0
112.0,12,3.0,2,,,,,,,,280000.0
200.0,14,4.0,3,,,,,,,,400000.0
104.0,61,1.0,1,,,,,,,,195000.0
120.0,12,3.0,2,,,,,,,,402000.0
75.0,94,2.0,1,,,,,,,,95000.0
107.0,12,3.0,2,,,,,,,,260000.0
87.0,17,2.0,1,,,,,,,,437000.0
143.0,17,1.0,1,,,,,,,,337000.0
74.0,12,2.0,1,,,,,,,,185000.0
85.0,12,1.0,1,,,,,,,,350000.0
120.0,28,3.0,2,,,,,,,,195000.0
90.0,76,2.0,1,,,,,,,,200000.0
70.0,61,2.0,1,,,,,,,,131000.0
120.0,28,3.0,2,,,,,,,,240000.0
145.0,17,2.0,2,,,,,,,,600000.0
118.0,12,3.0,2,,,,,,,,291035.0
78.0,64,2.0,1,,,,,,,,130000.0
70.0,41,2.0,1,,,,,,,,130000.0
124.0,12,3.0,2,,,,,,,,265000.0
174.0,16,4.0,3,,,,,,,,550000.0
140.0,12,3.0,2,,,,,,,,350000.0
76.0,59,2.0,1,,,,,,,,130000.0
170.0,82,3.0,3,,,,,,,,245000.0
75.0,62,2.0,1,,,,,,,,185000.0
165.0,7,1.0,1,,,,,,,,650000.0
125.0,16,3.0,2,,,,,,,,238000.0
162.0,16,3.0,3,,,,,,,,427000.0
114.0,28,1.0,1,,,,,,,,570000.0
146.0,12,3.0,2,,,,,,,,320000.0
110.0,16,3.0,2,,,,,,,,200000.0
185.0,14,4.0,3,,,,,,,,495000.0
122.0,58,1.0,1,,,,,,,,230000.0
70.0,28,3.0,2,,,,,,,,145000.0
100.0,12,2.0,1,,,,,,,,400000.0
120.0,28,3.0,2,,,,,,,,285000.0
73.0,69,1.0,1,,,,,,,,171550.0
75.0,74,2.0,1,,,,,,,,149000.0
115.0,62,1.0,1,,,,,,,,200000.0
130.0,62,3.0,2,,,,,,,,320000.0
131.0,17,3.0,2,,,,,,,,655000.0
125.0,16,3.0,2,,,,,,,,195000.0
120.0,60,3.0,2,,,,,,,,350000.0
164.0,58,3.0,3,,,,,,,,300000.0
120.0,7,1.0,1,,,,,,,,550000.0
200.0,7,1.0,1,,,,,,,,900000.0
87.0,28,2.0,1,,,,,,,,290000.0
70.0,12,1.0,1,,,,,,,,220000.0
90.0,58,3.0,2,,,,,,,,190000.0
117.0,28,3.0,2,,,,,,,,370000.0
129.0,16,3.0,2,,,,,,,,440000.0
145.0,12,3.0,2,,,,,,,,400000.0
104.0,62,3.0,2,,,,,,,,275600.0
130.0,45,3.0,2,,,,,,,,285000.0
109.0,16,3.0,2,,,,,,,,195000.0
110.0,12,2.0,2,,,,,,,,460000.0
