surface,city,rooms,bathrooms,parking,pool,vue_panoramique,jardin,climatisation,chauffage_central,ascenseur,price
106.0,94,2.0,1.0,0,0,0,0,1,1,1,72000.0
140.0,4,3.0,3.0,1,0,1,0,1,1,1,100000.0
106.0,35,2.0,1.0,1,0,0,0,1,1,0,250000.0
144.0,10,3.0,2.0,0,0,0,1,1,1,1,380000.0
90.0,13,2.0,1.0,1,0,0,0,0,1,1,350000.0
117.0,17,2.0,2.0,1,0,0,0,1,1,0,406000.0
140.0,16,3.0,1.0,1,0,0,1,1,1,0,485000.0
87.0,61,2.0,1.0,0,0,0,0,0,0,0,160000.0
117.0,17,2.0,2.0,1,0,0,1,1,1,1,460000.0
124.0,3,3.0,1.0,0,0,0,0,1,1,0,435750.0
140.0,38,3.0,1.0,0,0,0,0,0,0,0,170000.0
123.0,61,3.0,2.0,0,0,0,0,0,1,1,290000.0
106.0,30,2.0,2.0,1,0,0,0,1,1,1,365000.0
157.0,42,4.0,2.0,1,0,0,0,1,1,1,400000.0
174.0,3,4.0,1.0,0,0,0,0,1,1,0,609000.0
130.0,12,2.0,1.0,0,0,1,0,1,1,0,1500000.0
70.0,7,1.0,1.0,0,0,0,0,1,0,0,230000.0
130.0,61,3.0,1.0,1,0,0,0,1,1,1,280000.0
127.0,3,2.0,2.0,1,0,1,0,1,1,1,470000.0
166.0,5,3.0,3.0,1,0,0,0,1,1,1,748000.0
136.0,5,4.0,2.0,1,0,0,0,1,1,0,850000.0
136.0,42,4.0,1.0,1,0,0,0,1,1,1,385000.0
43.0,17,0.0,1.0,0,0,0,0,0,0,0,120000.0
125.0,8,2.0,1.0,0,0,0,0,1,1,0,375000.0
114.0,31,3.0,1.0,1,0,0,0,1,1,1,360000.0
140.0,13,3.0,2.0,1,0,1,0,1,1,1,720000.0
109.0,5,2.0,2.0,1,1,0,0,1,1,0,724000.0
56.0,42,1.0,1.0,0,0,0,0,1,1,1,192000.0
130.0,42,3.0,1.0,0,0,0,0,0,1,0,360000.0
144.0,32,3.0,1.0,1,0,0,0,1,1,1,335000.0
60.0,30,1.0,1.0,1,0,0,0,1,1,0,149999.0
50.0,30,1.0,1.0,0,0,0,0,0,1,1,155000.0
59.0,34,1.0,1.0,1,0,0,0,1,1,0,185000.0
189.0,30,3.0,2.0,1,0,0,1,1,1,0,475000.0
45.0,14,1.0,1.0,0,0,0,0,0,1,1,170000.0
106.0,17,2.0,1.0,1,0,0,0,0,1,1,250000.0
140.0,83,3.0,1.0,0,0,0,0,0,1,0,135000.0
157.0,30,3.0,2.0,0,0,0,0,0,1,1,350000.0
148.0,42,3.0,2.0,1,0,0,0,1,1,1,340000.0
140.0,12,3.0,1.0,0,0,0,0,0,0,0,690000.0
66.0,42,1.0,1.0,0,0,0,0,1,1,1,175000.0
131.0,17,2.0,1.0,0,0,0,0,1,1,0,486000.0
148.0,17,3.0,3.0,1,0,0,0,1,1,0,585000.0
121.0,18,2.0,2.0,1,0,0,0,1,1,0,520000.0
106.0,92,2.0,2.0,1,0,0,0,0,0,0,160000.0
65.0,30,1.0,1.0,1,0,0,0,0,0,0,150000.0
131.0,16,2.0,1.0,1,1,0,0,1,1,1,430000.0
70.0,5,1.0,1.0,0,0,0,0,1,1,1,320000.0
145.0,17,2.0,2.0,1,0,0,0,1,1,1,680000.0
106.0,53,2.0,1.0,0,0,0,0,0,0,0,50000.0
140.0,61,3.0,1.0,1,0,0,0,0,1,1,265000.0
140.0,61,3.0,1.0,0,0,0,0,0,0,1,240000.0
36.0,42,1.0,1.0,0,0,0,0,1,1,1,145000.0
66.0,56,1.0,1.0,0,0,0,0,0,0,0,75000.0
106.0,42,2.0,1.0,1,0,0,0,1,1,1,255000.0
140.0,7,3.0,2.0,1,0,0,0,1,1,1,350000.0
106.0,42,2.0,1.0,1,0,0,0,1,1,1,255000.0
41.0,17,0.0,1.0,0,0,0,0,0,0,0,120000.0
106.0,25,2.0,1.0,0,0,0,0,0,0,0,150000.0
105.0,16,3.0,1.0,1,0,0,0,0,1,0,450000.0
106.0,60,2.0,1.0,0,0,0,0,0,0,0,150000.0
106.0,5,2.0,1.0,1,0,0,0,1,1,1,320000.0
66.0,42,1.0,1.0,0,0,0,0,1,1,1,175000.0
140.0,10,3.0,2.0,0,0,0,0,0,0,0,550000.0
140.0,4,3.0,2.0,1,0,0,0,1,1,1,900000.0
105.0,83,2.0,1.0,0,0,0,0,0,1,1,220000.0
90.0,27,3.0,1.0,0,0,0,0,0,1,0,305000.0
140.0,6,3.0,1.0,0,0,1,0,0,1,0,310000.0
146.0,16,2.0,2.0,1,1,0,1,1,1,1,750000.0
140.0,3,3.0,2.0,0,0,1,0,0,1,0,260000.0
70.0,5,1.0,1.0,1,0,0,0,1,1,1,320000.0
66.0,16,1.0,1.0,0,0,0,0,0,0,0,180000.0
118.0,42,2.0,1.0,1,0,0,0,0,1,1,280000.0
106.0,16,2.0,1.0,1,0,0,0,1,1,0,360000.0
78.0,42,2.0,2.0,0,0,0,0,0,1,1,275000.0
85.0,17,1.0,1.0,1,0,0,0,0,1,1,250000.0
157.0,42,3.0,3.0,1,0,0,0,1,1,1,575000.0
140.0,83,3.0,1.0,0,0,0,0,0,0,0,85000.0
163.0,17,3.0,3.0,1,1,0,0,1,1,1,734000.0
135.0,14,3.0,1.0,0,0,0,0,0,0,0,450000.0
140.0,61,3.0,1.0,0,0,0,0,0,0,0,275000.0
135.0,31,3.0,2.0,0,0,0,1,1,1,0,510000.0
72.0,5,1.0,1.0,1,0,0,0,0,1,1,320000.0
140.0,27,3.0,2.0,1,0,0,0,0,1,1,235000.0
50.0,4,1.0,1.0,1,0,0,0,1,1,1,330000.0
140.0,17,2.0,2.0,1,0,0,0,0,1,0,410000.0
106.0,17,2.0,1.0,1,0,0,0,1,1,1,280000.0
177.0,17,2.0,2.0,1,1,0,0,1,1,1,675000.0
140.0,4,3.0,2.0,1,0,0,0,1,1,1,900000.0
175.0,8,3.0,2.0,1,0,0,0,0,0,0,490000.0
55.0,16,1.0,1.0,0,0,0,0,1,1,0,180000.0
66.0,42,1.0,1.0,0,0,0,0,1,1,1,190000.0
106.0,14,2.0,1.0,1,0,0,0,0,1,0,150000.0
140.0,7,3.0,1.0,0,0,0,0,0,0,0,145000.0
66.0,3,1.0,1.0,1,0,0,0,1,1,1,230000.0
66.0,42,1.0,1.0,0,0,0,0,1,1,1,175000.0
166.0,17,2.0,2.0,1,1,0,0,1,1,1,632000.0
222.0,66,1.0,1.0,0,0,0,0,0,0,0,210000.0
96.0,30,3.0,1.0,1,0,0,0,0,0,0,325000.0
106.0,25,2.0,1.0,0,0,0,0,0,0,0,260000.0
100.0,27,4.0,1.0,1,0,0,0,0,1,0,280000.0
66.0,42,1.0,1.0,0,0,0,0,1,1,1,175000.0
168.0,16,3.0,2.0,1,0,0,0,1,1,0,327000.0
106.0,42,2.0,1.0,0,0,0,0,0,1,1,255000.0
106.0,42,2.0,1.0,0,0,0,0,0,1,1,250000.0
140.0,14,3.0,2.0,1,0,0,0,0,1,0,315000.0
140.0,61,3.0,1.0,0,0,0,0,0,1,1,290000.0
46.0,77,1.0,1.0,0,0,0,0,0,0,0,65000.0
50.0,60,1.0,1.0,0,0,0,0,0,0,0,110000.0
140.0,42,3.0,2.0,1,0,0,0,0,1,1,470000.0
166.0,17,2.0,2.0,1,1,0,0,1,1,1,630000.0
118.0,42,2.0,1.0,1,0,0,0,0,1,1,297000.0
140.0,27,3.0,2.0,0,0,0,0,0,0,0,265000.0
66.0,42,1.0,1.0,0,0,0,0,1,1,1,145000.0
140.0,8,3.0,4.0,1,0,0,1,1,1,0,1250000.0
110.0,57,3.0,1.0,0,0,0,0,0,0,0,255000.0
147.0,16,3.0,2.0,0,0,0,0,0,1,0,540000.0
69.0,61,1.0,1.0,1,0,0,0,0,1,1,180000.0
45.0,42,0.0,1.0,0,0,0,0,1,1,1,145000.0
67.0,38,1.0,1.0,0,0,0,0,0,1,1,265000.0
118.0,16,2.0,2.0,1,0,0,0,1,1,1,420000.0
81.0,14,2.0,1.0,0,0,0,0,1,1,0,270000.0
140.0,60,3.0,1.0,0,0,0,0,0,0,0,150000.0
60.0,18,1.0,1.0,0,0,0,1,0,1,0,185000.0
185.0,42,3.0,3.0,1,0,0,0,1,1,1,590000.0
106.0,42,2.0,1.0,0,0,0,0,0,1,1,246000.0
106.0,3,2.0,2.0,1,0,0,0,1,1,0,395000.0
66.0,34,1.0,1.0,1,0,0,0,0,0,0,175000.0
106.0,25,2.0,1.0,0,0,0,0,0,0,0,150000.0
106.0,25,2.0,1.0,1,0,0,0,1,1,0,280000.0
106.0,42,2.0,1.0,0,0,0,0,1,1,0,290000.0
140.0,61,3.0,1.0,1,0,0,0,0,0,0,250000.0
140.0,43,3.0,1.0,1,0,0,0,1,1,0,280000.0
115.0,96,2.0,1.0,0,0,0,0,0,0,0,180000.0
55.0,96,1.0,1.0,0,0,0,0,0,0,0,90000.0
